model,n_samples,split,strategy,metric,score,similar
yolo11n,256,test_b03,bo_exploitation,map50,0.5741,False
yolo11n,256,test_b03,grid_search,map50,0.4088,False
yolo11n,1024,test_a01,baseline,map50,0.9512,True
yolo11n,1024,test_a01,bo_exploration,map50,0.942,True
yolo11n,1024,test_a01,bo_exploitation,map50,0.9406,True
yolo11n,1024,test_a01,grid_search,map50,0.9381,True
yolo11n,1024,test_a02,baseline,map50,0.8382,True
yolo11n,1024,test_a02,bo_exploration,map50,0.767,True
yolo11n,1024,test_a02,bo_exploitation,map50,0.7985,True
yolo11n,1024,test_a02,grid_search,map50,0.7861,True
yolo11n,1024,test_a03,baseline,map50,0.7857,True
yolo11n,1024,test_a03,bo_exploration,map50,0.7635,True
yolo11n,1024,test_a03,bo_exploitation,map50,0.7522,True
yolo11n,1024,test_a03,grid_search,map50,0.7566,True
yolo11n,1024,test_b01,baseline,map50,0.7072,False
yolo11n,1024,test_b01,bo_exploration,map50,0.6121,False
yolo11n,1024,test_b01,bo_exploitation,map50,0.6925,False
yolo11n,1024,test_b01,grid_search,map50,0.6969,False
yolo11n,1024,test_b02,baseline,map50,0.6549,False
yolo11n,1024,test_b02,bo_exploration,map50,0.5071,False
yolo11n,1024,test_b02,bo_exploitation,map50,0.5662,False
yolo11n,1024,test_b02,grid_search,map50,0.6578,False
yolo11n,1024,test_b03,baseline,map50,0.7381,False
yolo11n,1024,test_b03,bo_exploration,map50,0.573,False
yolo11n,1024,test_b03,bo_exploitation,map50,0.5399,False
yolo11n,1024,test_b03,grid_search,map50,0.4548,False
yolo11m,64,test_a01,baseline,map50,0.8821,True
yolo11m,64,test_a01,bo_exploration,map50,0.8667,True
yolo11m,64,test_a01,bo_exploitation,map50,0.8669,True
yolo11m,64,test_a01,grid_search,map50,0.8687,True
yolo11m,64,test_a02,baseline,map50,0.6973,True
yolo11m,64,test_a02,bo_exploration,map50,0.6376,True
yolo11m,64,test_a02,bo_exploitation,map50,0.6376,True
yolo11m,64,test_a02,grid_search,map50,0.6376,True
yolo11m,64,test_a03,baseline,map50,0.7397,True
yolo11m,64,test_a03,bo_exploration,map50,0.7332,True
yolo11m,64,test_a03,bo_exploitation,map50,0.7343,True
yolo11m,64,test_a03,grid_search,map50,0.7276,True
yolo11m,64,test_b01,baseline,map50,0.6051,False
yolo11m,64,test_b01,bo_exploration,map50,0.4319,False
yolo11m,64,test_b01,bo_exploitation,map50,0.4446,False
yolo11m,64,test_b01,grid_search,map50,0.4142,False
yolo11m,64,test_b02,baseline,map50,0.7346,False
yolo11m,64,test_b02,bo_exploration,map50,0.7151,False
yolo11m,64,test_b02,bo_exploitation,map50,0.7079,False
yolo11m,64,test_b02,grid_search,map50,0.7079,False
yolo11m,64,test_b03,baseline,map50,0.3981,False
yolo11m,64,test_b03,bo_exploration,map50,0.3182,False
yolo11m,64,test_b03,bo_exploitation,map50,0.2975,False
yolo11m,64,test_b03,grid_search,map50,0.2745,False
yolo11m,256,test_a01,baseline,map50,0.9476,True
yolo11m,256,test_a01,bo_exploration,map50,0.9456,True
yolo11m,256,test_a01,bo_exploitation,map50,0.9456,True
yolo11m,256,test_a01,grid_search,map50,0.9456,True
yolo11m,256,test_a02,baseline,map50,0.8503,True
yolo11m,256,test_a02,bo_exploration,map50,0.7774,True
yolo11m,256,test_a02,bo_exploitation,map50,0.7817,True
yolo11m,256,test_a02,grid_search,map50,0.7939,True
yolo11m,256,test_a03,baseline,map50,0.8182,True
yolo11m,256,test_a03,bo_exploration,map50,0.8514,True
yolo11m,256,test_a03,bo_exploitation,map50,0.8046,True
yolo11m,256,test_a03,grid_search,map50,0.8037,True
yolo11m,256,test_b01,baseline,map50,0.6911,False
yolo11m,256,test_b01,bo_exploration,map50,0.7095,False
yolo11m,256,test_b01,bo_exploitation,map50,0.6208,False
yolo11m,256,test_b01,grid_search,map50,0.7109,False
yolo11m,256,test_b02,baseline,map50,0.7848,False
yolo11m,256,test_b02,bo_exploration,map50,0.7432,False
yolo11m,256,test_b02,bo_exploitation,map50,0.7654,False
yolo11m,256,test_b02,grid_search,map50,0.7531,False
yolo11m,256,test_b03,baseline,map50,0.7414,False
yolo11m,256,test_b03,bo_exploration,map50,0.6533,False
yolo11m,256,test_b03,bo_exploitation,map50,0.6544,False
yolo11m,256,test_b03,grid_search,map50,0.3205,False
yolo11m,1024,test_a01,baseline,map50,0.9549,True
yolo11m,1024,test_a01,bo_exploration,map50,0.9455,True
yolo11m,1024,test_a01,bo_exploitation,map50,0.9431,True
yolo11m,1024,test_a01,grid_search,map50,0.9362,True
yolo11m,1024,test_a02,baseline,map50,0.8612,True
yolo11m,1024,test_a02,bo_exploration,map50,0.7907,True
yolo11m,1024,test_a02,bo_exploitation,map50,0.7828,True
yolo11m,1024,test_a02,grid_search,map50,0.8185,True
yolo11m,1024,test_a03,baseline,map50,0.9028,True
yolo11m,1024,test_a03,bo_exploration,map50,0.9049,True
yolo11m,1024,test_a03,bo_exploitation,map50,0.922,True
yolo11m,1024,test_a03,grid_search,map50,0.9145,True
yolo11m,1024,test_b01,baseline,map50,0.8566,False
yolo11m,1024,test_b01,bo_exploration,map50,0.7789,False
yolo11m,1024,test_b01,bo_exploitation,map50,0.8439,False
yolo11m,1024,test_b01,grid_search,map50,0.6382,False
yolo11m,1024,test_b02,baseline,map50,0.6024,False
yolo11m,1024,test_b02,bo_exploration,map50,0.5647,False
yolo11m,1024,test_b02,bo_exploitation,map50,0.5622,False
yolo11m,1024,test_b02,grid_search,map50,0.5647,False
yolo11m,1024,test_b03,baseline,map50,0.5989,False
yolo11m,1024,test_b03,bo_exploration,map50,0.3695,False
yolo11m,1024,test_b03,bo_exploitation,map50,0.5185,False
yolo11m,1024,test_b03,grid_search,map50,0.3474,False
yolo11n,64,test_a01,baseline,map50,0.9201,True
yolo11n,64,test_a01,bo_exploration,map50,0.9204,True
yolo11n,64,test_a01,bo_exploitation,map50,0.9056,True
yolo11n,64,test_a01,grid_search,map50,0.8828,True
yolo11n,64,test_a02,baseline,map50,0.8125,True
yolo11n,64,test_a02,bo_exploration,map50,0.6595,True
yolo11n,64,test_a02,bo_exploitation,map50,0.6623,True
yolo11n,64,test_a02,grid_search,map50,0.6746,True
yolo11n,64,test_a03,baseline,map50,0.706,True
yolo11n,64,test_a03,bo_exploration,map50,0.5626,True
yolo11n,64,test_a03,bo_exploitation,map50,0.6389,True
yolo11n,64,test_a03,grid_search,map50,0.5626,True
yolo11n,64,test_b01,baseline,map50,0.5213,False
yolo11n,64,test_b01,bo_exploration,map50,0.4282,False
yolo11n,64,test_b01,bo_exploitation,map50,0.4298,False
yolo11n,64,test_b01,grid_search,map50,0.3887,False
yolo11n,64,test_b02,baseline,map50,0.6023,False
yolo11n,64,test_b02,bo_exploration,map50,0.5661,False
yolo11n,64,test_b02,bo_exploitation,map50,0.5661,False
yolo11n,64,test_b02,grid_search,map50,0.4903,False
yolo11n,64,test_b03,baseline,map50,0.5595,False
yolo11n,64,test_b03,bo_exploration,map50,0.5671,False
yolo11n,64,test_b03,bo_exploitation,map50,0.5587,False
yolo11n,64,test_b03,grid_search,map50,0.3622,False
yolo11n,256,test_a01,baseline,map50,0.9476,True
yolo11n,256,test_a01,bo_exploration,map50,0.9311,True
yolo11n,256,test_a01,bo_exploitation,map50,0.9373,True
yolo11n,256,test_a01,grid_search,map50,0.9202,True
yolo11n,256,test_a02,baseline,map50,0.8683,True
yolo11n,256,test_a02,bo_exploration,map50,0.7656,True
yolo11n,256,test_a02,bo_exploitation,map50,0.7717,True
yolo11n,256,test_a02,grid_search,map50,0.7656,True
yolo11n,256,test_a03,baseline,map50,0.7601,True
yolo11n,256,test_a03,bo_exploration,map50,0.7493,True
yolo11n,256,test_a03,bo_exploitation,map50,0.7341,True
yolo11n,256,test_a03,grid_search,map50,0.7462,True
yolo11n,256,test_b01,baseline,map50,0.6086,False
yolo11n,256,test_b01,bo_exploration,map50,0.6274,False
yolo11n,256,test_b01,bo_exploitation,map50,0.636,False
yolo11n,256,test_b01,grid_search,map50,0.6274,False
yolo11n,256,test_b02,baseline,map50,0.7661,False
yolo11n,256,test_b02,bo_exploration,map50,0.7174,False
yolo11n,256,test_b02,bo_exploitation,map50,0.7259,False
yolo11n,256,test_b02,grid_search,map50,0.7201,False
yolo11n,256,test_b03,baseline,map50,0.6224,False
yolo11n,256,test_b03,bo_exploration,map50,0.3593,False
yolo11n,256,test_b03,bo_exploitation,map50,0.6806,False
yolo11n,256,test_b03,grid_search,map50,0.3361,False
yolo11n,1024,test_a01,baseline,map50,0.9549,True
yolo11n,1024,test_a01,bo_exploration,map50,0.9503,True
yolo11n,1024,test_a01,bo_exploitation,map50,0.9504,True
yolo11n,1024,test_a01,grid_search,map50,0.9407,True
yolo11n,1024,test_a02,baseline,map50,0.864,True
yolo11n,1024,test_a02,bo_exploration,map50,0.8295,True
yolo11n,1024,test_a02,bo_exploitation,map50,0.8289,True
yolo11n,1024,test_a02,grid_search,map50,0.8295,True
yolo11n,1024,test_a03,baseline,map50,0.8359,True
yolo11n,1024,test_a03,bo_exploration,map50,0.8312,True
yolo11n,1024,test_a03,bo_exploitation,map50,0.8196,True
yolo11n,1024,test_a03,grid_search,map50,0.812,True
yolo11n,1024,test_b01,baseline,map50,0.7816,False
yolo11n,1024,test_b01,bo_exploration,map50,0.7064,False
yolo11n,1024,test_b01,bo_exploitation,map50,0.7867,False
yolo11n,1024,test_b01,grid_search,map50,0.6297,False
yolo11n,1024,test_b02,baseline,map50,0.8143,False
yolo11n,1024,test_b02,bo_exploration,map50,0.8231,False
yolo11n,1024,test_b02,bo_exploitation,map50,0.8232,False
yolo11n,1024,test_b02,grid_search,map50,0.782,False
yolo11n,1024,test_b03,baseline,map50,0.7736,False
yolo11n,1024,test_b03,bo_exploration,map50,0.7625,False
yolo11n,1024,test_b03,bo_exploitation,map50,0.6146,False
yolo11n,1024,test_b03,grid_search,map50,0.7625,False
yolo11m,64,test_a01,baseline,map50,0.8909,True
yolo11m,64,test_a01,bo_exploration,map50,0.8869,True
yolo11m,64,test_a01,bo_exploitation,map50,0.8881,True
yolo11m,64,test_a01,grid_search,map50,0.8799,True
yolo11m,64,test_a02,baseline,map50,0.791,True
yolo11m,64,test_a02,bo_exploration,map50,0.7086,True
yolo11m,64,test_a02,bo_exploitation,map50,0.7119,True
yolo11m,64,test_a02,grid_search,map50,0.7709,True
yolo11m,64,test_a03,baseline,map50,0.7845,True
yolo11m,64,test_a03,bo_exploration,map50,0.7771,True
yolo11m,64,test_a03,bo_exploitation,map50,0.7805,True
yolo11m,64,test_a03,grid_search,map50,0.7454,True
yolo11m,64,test_b01,baseline,map50,0.7361,False
yolo11m,64,test_b01,bo_exploration,map50,0.689,False
yolo11m,64,test_b01,bo_exploitation,map50,0.6976,False
yolo11m,64,test_b01,grid_search,map50,0.7242,False
yolo11m,64,test_b02,baseline,map50,0.739,False
yolo11m,64,test_b02,bo_exploration,map50,0.7331,False
yolo11m,64,test_b02,bo_exploitation,map50,0.7481,False
yolo11m,64,test_b02,grid_search,map50,0.752,False
yolo11m,64,test_b03,baseline,map50,0.4981,False
yolo11m,64,test_b03,bo_exploration,map50,0.486,False
yolo11m,64,test_b03,bo_exploitation,map50,0.4957,False
yolo11m,64,test_b03,grid_search,map50,0.4325,False
yolo11m,256,test_a01,baseline,map50,0.936,True
yolo11m,256,test_a01,bo_exploration,map50,0.9393,True
yolo11m,256,test_a01,bo_exploitation,map50,0.9393,True
yolo11m,256,test_a01,grid_search,map50,0.9393,True
yolo11m,256,test_a02,baseline,map50,0.8617,True
yolo11m,256,test_a02,bo_exploration,map50,0.7588,True
yolo11m,256,test_a02,bo_exploitation,map50,0.7699,True
yolo11m,256,test_a02,grid_search,map50,0.7706,True
yolo11m,256,test_a03,baseline,map50,0.8214,True
yolo11m,256,test_a03,bo_exploration,map50,0.847,True
yolo11m,256,test_a03,bo_exploitation,map50,0.8067,True
yolo11m,256,test_a03,grid_search,map50,0.8173,True
yolo11m,256,test_b01,baseline,map50,0.686,False
yolo11m,256,test_b01,bo_exploration,map50,0.7015,False
yolo11m,256,test_b01,bo_exploitation,map50,0.7023,False
yolo11m,256,test_b01,grid_search,map50,0.6884,False
yolo11m,256,test_b02,baseline,map50,0.7153,False
yolo11m,256,test_b02,bo_exploration,map50,0.6641,False
yolo11m,256,test_b02,bo_exploitation,map50,0.6903,False
yolo11m,256,test_b02,grid_search,map50,0.6965,False
yolo11m,256,test_b03,baseline,map50,0.618,False
yolo11m,256,test_b03,bo_exploration,map50,0.3968,False
yolo11m,256,test_b03,bo_exploitation,map50,0.4877,False
yolo11m,256,test_b03,grid_search,map50,0.2352,False
yolo11m,1024,test_a01,baseline,map50,0.9534,True
yolo11m,1024,test_a01,bo_exploration,map50,0.9489,True
yolo11m,1024,test_a01,bo_exploitation,map50,0.9508,True
rtdetr-l,64,test_a01,baseline,map50,0.9115,True
rtdetr-l,64,test_a01,bo_exploration,map50,0.9103,True
rtdetr-l,64,test_a01,bo_exploitation,map50,0.9103,True
rtdetr-l,64,test_a01,grid_search,map50,0.8831,True
rtdetr-l,64,test_a02,baseline,map50,0.8412,True
rtdetr-l,64,test_a02,bo_exploration,map50,0.8189,True
rtdetr-l,64,test_a02,bo_exploitation,map50,0.7701,True
rtdetr-l,64,test_a02,grid_search,map50,0.716,True
rtdetr-l,64,test_a03,baseline,map50,0.7706,True
rtdetr-l,64,test_a03,bo_exploration,map50,0.7264,True
rtdetr-l,64,test_a03,bo_exploitation,map50,0.7399,True
rtdetr-l,64,test_a03,grid_search,map50,0.676,True
rtdetr-l,64,test_b01,baseline,map50,0.6841,False
rtdetr-l,64,test_b01,bo_exploration,map50,0.6847,False
rtdetr-l,64,test_b01,bo_exploitation,map50,0.6893,False
rtdetr-l,64,test_b01,grid_search,map50,0.7542,False
rtdetr-l,64,test_b02,baseline,map50,0.4821,False
rtdetr-l,64,test_b02,bo_exploration,map50,0.5154,False
rtdetr-l,64,test_b02,bo_exploitation,map50,0.6296,False
rtdetr-l,64,test_b02,grid_search,map50,0.5154,False
rtdetr-l,64,test_b03,baseline,map50,0.2375,False
rtdetr-l,64,test_b03,bo_exploration,map50,0.2472,False
rtdetr-l,64,test_b03,bo_exploitation,map50,0.4116,False
rtdetr-l,64,test_b03,grid_search,map50,0.2472,False
rtdetr-l,256,test_a01,baseline,map50,0.9219,True
rtdetr-l,256,test_a01,bo_exploration,map50,0.892,True
rtdetr-l,256,test_a01,bo_exploitation,map50,0.8927,True
rtdetr-l,256,test_a01,grid_search,map50,0.8605,True
rtdetr-l,256,test_a02,baseline,map50,0.7979,True
rtdetr-l,256,test_a02,bo_exploration,map50,0.7112,True
rtdetr-l,256,test_a02,bo_exploitation,map50,0.6825,True
rtdetr-l,256,test_a02,grid_search,map50,0.7262,True
rtdetr-l,256,test_a03,baseline,map50,0.8555,True
rtdetr-l,256,test_a03,bo_exploration,map50,0.799,True
rtdetr-l,256,test_a03,bo_exploitation,map50,0.7941,True
rtdetr-l,256,test_a03,grid_search,map50,0.7049,True
rtdetr-l,256,test_b01,baseline,map50,0.7366,False
rtdetr-l,256,test_b01,bo_exploration,map50,0.7886,False
rtdetr-l,256,test_b01,bo_exploitation,map50,0.7415,False
rtdetr-l,256,test_b01,grid_search,map50,0.6141,False
rtdetr-l,256,test_b02,baseline,map50,0.7233,False
rtdetr-l,256,test_b02,bo_exploration,map50,0.7668,False
rtdetr-l,256,test_b02,bo_exploitation,map50,0.772,False
rtdetr-l,256,test_b02,grid_search,map50,0.7794,False
rtdetr-l,256,test_b03,baseline,map50,0.6768,False
rtdetr-l,256,test_b03,bo_exploration,map50,0.6225,False
rtdetr-l,256,test_b03,bo_exploitation,map50,0.6016,False
rtdetr-l,256,test_b03,grid_search,map50,0.6068,False
rtdetr-l,1024,test_a01,baseline,map50,0.9653,True
rtdetr-l,1024,test_a01,bo_exploration,map50,0.9562,True
rtdetr-l,1024,test_a01,bo_exploitation,map50,0.9537,True
rtdetr-l,1024,test_a01,grid_search,map50,0.955,True
rtdetr-l,1024,test_a02,baseline,map50,0.8931,True
rtdetr-l,1024,test_a02,bo_exploration,map50,0.8429,True
rtdetr-l,1024,test_a02,bo_exploitation,map50,0.8063,True
rtdetr-l,1024,test_a02,grid_search,map50,0.8159,True
rtdetr-l,1024,test_a03,baseline,map50,0.9003,True
rtdetr-l,1024,test_a03,bo_exploration,map50,0.8725,True
rtdetr-l,1024,test_a03,bo_exploitation,map50,0.8642,True
rtdetr-l,1024,test_a03,grid_search,map50,0.8793,True
rtdetr-l,1024,test_b01,baseline,map50,0.8822,False
rtdetr-l,1024,test_b01,bo_exploration,map50,0.855,False
rtdetr-l,1024,test_b01,bo_exploitation,map50,0.8596,False
rtdetr-l,1024,test_b01,grid_search,map50,0.8299,False
rtdetr-l,1024,test_b02,baseline,map50,0.8437,False
rtdetr-l,1024,test_b02,bo_exploration,map50,0.8342,False
rtdetr-l,1024,test_b02,bo_exploitation,map50,0.8539,False
rtdetr-l,1024,test_b02,grid_search,map50,0.8171,False
rtdetr-l,1024,test_b03,baseline,map50,0.9041,False
rtdetr-l,1024,test_b03,bo_exploration,map50,0.8447,False
rtdetr-l,1024,test_b03,bo_exploitation,map50,0.8774,False
rtdetr-l,1024,test_b03,grid_search,map50,0.7337,False
rtdetr-l,64,test_a01,baseline,map50,0.8908,True
rtdetr-l,64,test_a01,bo_exploration,map50,0.8649,True
rtdetr-l,64,test_a01,bo_exploitation,map50,0.9,True
rtdetr-l,64,test_a01,grid_search,map50,0.8211,True
rtdetr-l,64,test_a02,baseline,map50,0.6808,True
rtdetr-l,64,test_a02,bo_exploration,map50,0.5001,True
rtdetr-l,64,test_a02,bo_exploitation,map50,0.4939,True
rtdetr-l,64,test_a02,grid_search,map50,0.5127,True
rtdetr-l,64,test_a03,baseline,map50,0.7545,True
rtdetr-l,64,test_a03,bo_exploration,map50,0.7112,True
rtdetr-l,64,test_a03,bo_exploitation,map50,0.7132,True
rtdetr-l,64,test_a03,grid_search,map50,0.6146,True
rtdetr-l,64,test_b01,baseline,map50,0.6308,False
rtdetr-l,64,test_b01,bo_exploration,map50,0.6632,False
rtdetr-l,64,test_b01,bo_exploitation,map50,0.6542,False
rtdetr-l,64,test_b01,grid_search,map50,0.5194,False
rtdetr-l,64,test_b02,baseline,map50,0.6744,False
rtdetr-l,64,test_b02,bo_exploration,map50,0.6436,False
rtdetr-l,64,test_b02,bo_exploitation,map50,0.6288,False
rtdetr-l,64,test_b02,grid_search,map50,0.6633,False
rtdetr-l,64,test_b03,baseline,map50,0.4483,False
rtdetr-l,64,test_b03,bo_exploration,map50,0.5985,False
rtdetr-l,64,test_b03,bo_exploitation,map50,0.6987,False
rtdetr-l,64,test_b03,grid_search,map50,0.5167,False
rtdetr-l,256,test_a01,baseline,map50,0.9318,True
rtdetr-l,256,test_a01,bo_exploration,map50,0.9115,True
rtdetr-l,256,test_a01,bo_exploitation,map50,0.9166,True
rtdetr-l,256,test_a01,grid_search,map50,0.9046,True
rtdetr-l,256,test_a02,baseline,map50,0.7898,True
rtdetr-l,256,test_a02,bo_exploration,map50,0.699,True
rtdetr-l,256,test_a02,bo_exploitation,map50,0.6938,True
rtdetr-l,256,test_a02,grid_search,map50,0.6815,True
rtdetr-l,256,test_a03,baseline,map50,0.8632,True
rtdetr-l,256,test_a03,bo_exploration,map50,0.8221,True
rtdetr-l,256,test_a03,bo_exploitation,map50,0.8126,True
rtdetr-l,256,test_a03,grid_search,map50,0.7603,True
rtdetr-l,256,test_b01,baseline,map50,0.7552,False
rtdetr-l,256,test_b01,bo_exploration,map50,0.7689,False
rtdetr-l,256,test_b01,bo_exploitation,map50,0.7666,False
rtdetr-l,256,test_b01,grid_search,map50,0.5394,False
rtdetr-l,256,test_b02,baseline,map50,0.8325,False
rtdetr-l,256,test_b02,bo_exploration,map50,0.7467,False
rtdetr-l,256,test_b02,bo_exploitation,map50,0.7467,False
rtdetr-l,256,test_b02,grid_search,map50,0.7467,False
rtdetr-l,256,test_b03,baseline,map50,0.7083,False
rtdetr-l,256,test_b03,bo_exploration,map50,0.765,False
rtdetr-l,256,test_b03,bo_exploitation,map50,0.7689,False
rtdetr-l,256,test_b03,grid_search,map50,0.5166,False
rtdetr-l,1024,test_a01,baseline,map50,0.9543,True
rtdetr-l,1024,test_a01,bo_exploration,map50,0.9447,True
rtdetr-l,1024,test_a01,bo_exploitation,map50,0.9446,True
rtdetr-l,1024,test_a01,grid_search,map50,0.9366,True
rtdetr-l,1024,test_a02,baseline,map50,0.8607,True
rtdetr-l,1024,test_a02,bo_exploration,map50,0.7525,True
rtdetr-l,1024,test_a02,bo_exploitation,map50,0.7537,True
rtdetr-l,1024,test_a02,grid_search,map50,0.7525,True
rtdetr-l,1024,test_a03,baseline,map50,0.8954,True
rtdetr-l,1024,test_a03,bo_exploration,map50,0.8901,True
rtdetr-l,1024,test_a03,bo_exploitation,map50,0.8797,True
rtdetr-l,1024,test_a03,grid_search,map50,0.868,True
rtdetr-l,1024,test_b01,baseline,map50,0.8959,False
rtdetr-l,1024,test_b01,bo_exploration,map50,0.8602,False
rtdetr-l,1024,test_b01,bo_exploitation,map50,0.8566,False
rtdetr-l,1024,test_b01,grid_search,map50,0.8533,False
rtdetr-l,1024,test_b02,baseline,map50,0.8387,False
rtdetr-l,1024,test_b02,bo_exploration,map50,0.6704,False
rtdetr-l,1024,test_b02,bo_exploitation,map50,0.6824,False
rtdetr-l,1024,test_b02,grid_search,map50,0.7999,False
rtdetr-l,1024,test_b03,baseline,map50,0.7751,False
rtdetr-l,1024,test_b03,bo_exploration,map50,0.7025,False
rtdetr-l,1024,test_b03,bo_exploitation,map50,0.768,False
rtdetr-l,1024,test_b03,grid_search,map50,0.6624,False
rtdetr-l,64,test_a01,baseline,map50,0.9265,True
rtdetr-l,64,test_a01,bo_exploration,map50,0.9016,True
rtdetr-l,64,test_a01,bo_exploitation,map50,0.9058,True
rtdetr-l,64,test_a01,grid_search,map50,0.8878,True
rtdetr-l,64,test_a02,baseline,map50,0.838,True
rtdetr-l,64,test_a02,bo_exploration,map50,0.6798,True
rtdetr-l,64,test_a02,bo_exploitation,map50,0.7427,True
rtdetr-l,64,test_a02,grid_search,map50,0.7427,True
rtdetr-l,64,test_a03,baseline,map50,0.7849,True
rtdetr-l,64,test_a03,bo_exploration,map50,0.7824,True
rtdetr-l,64,test_a03,bo_exploitation,map50,0.7471,True
rtdetr-l,64,test_a03,grid_search,map50,0.722,True
rtdetr-l,64,test_b01,baseline,map50,0.5377,False
